pgs_id	total	label	performance	applicability	match_confidence	performance_source	trait	method_name	variants_number	performance_detail	applicability_detail	match_detail
PGS000142	48	likely	3	30	15	measured	Probable Depression (low mood or anhedonia, and seen a GP or psychiatrist for nerves, anxiety, tension or depression)	LD-clumping and  p-value thresholding (Ricopilli)	21908	AUROC=0.533 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000143	48	likely	3	30	15	measured	Seen a General Practitioner for nerves, anxiety, tension or depression (without report of low mood or anhedonia)	LD-clumping and  p-value thresholding (Ricopilli)	21042	AUROC=0.534 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000144	46	likely	1	30	15	measured	Self-reported depression or depression symptoms	LD-clumping and  p-value thresholding (Ricopilli)	21828	AUROC=0.516 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000145	47	likely	2	30	15	measured	Depression (ICD-10 defined)	LD-clumping and  p-value thresholding (Ricopilli)	21510	AUROC=0.525 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000146	52	likely	7	30	15	measured	Colorectal cancer	Genome-wide significant variants	27	AUROC=0.590 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000147	46	likely	10	21	15	measured	Colorectal cancer	GWAS Catalog SNPs (unweighted allele count)	21	AUROC=0.630 (2 studies)	gwas=3/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000148	55	likely	10	30	15	measured	Colorectal cancer	Genome-wide significant variants	63	AUROC=0.620 (4 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000149	48	likely	10	23	15	partial	Colorectal cancer	Genome-wide significant variants	41	12 evals (no AUROC/R²/OR)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000150	55	likely	10	30	15	partial	Colorectal cancer	Genome-wide significant variants	48	4 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000151	31	uncertain	9	7	15	measured	Colorectal cancer	Genome-wide significant variants	14	AUROC=0.607 (2 studies)	gwas=5/12, eval=2/10, pop_eval=0/8	cov=?; Z=?
PGS000152	55	likely	10	30	15	partial	Bladder cancer	Pruning and Thresholding (P+T)	10	2 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000153	55	likely	10	30	15	partial	Breast cancer	Pruning and Thresholding (P+T)	66	2 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000154	55	likely	10	30	15	partial	Colorectal cancer	Pruning and Thresholding (P+T)	30	2 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000155	55	likely	10	30	15	partial	Glioma	Pruning and Thresholding (P+T)	19	2 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000156	64	confident	19	30	15	measured	Lung cancer	Pruning and Thresholding (P+T)	6	AUROC=0.732 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000157	55	likely	10	30	15	partial	Melanoma	Pruning and Thresholding (P+T)	17	2 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000158	55	likely	10	30	15	partial	Ovarian cancer	Pruning and Thresholding (P+T)	11	2 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000159	55	likely	10	30	15	partial	Pancreatic cancer	Pruning and Thresholding (P+T)	9	2 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000160	55	likely	10	30	15	partial	Prostate cancer	Pruning and Thresholding (P+T)	79	2 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000161	55	likely	10	30	15	partial	Renal cancer	Pruning and Thresholding (P+T)	10	2 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000162	55	likely	10	30	15	partial	Thyroid cancer	Pruning and Thresholding (P+T)	6	2 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000163	57	likely	12	30	15	measured	Basophil count	Genome-wide significant variants	185	R²=0.0269 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000164	57	likely	12	30	15	measured	Basophil percentage of white cells	Genome-wide significant variants	150	R²=0.0254 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000165	67	confident	22	30	15	measured	Eosinophil count	Genome-wide significant variants	607	R²=0.1115 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000166	61	confident	16	30	15	measured	Eosinophil percentage of white cells	Genome-wide significant variants	571	R²=0.0979 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000167	61	confident	16	30	15	measured	Hematocrit	Genome-wide significant variants	502	R²=0.0515 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000168	61	confident	16	30	15	measured	Hemoglobin concentration	Genome-wide significant variants	515	R²=0.0646 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000169	67	confident	22	30	15	measured	High light scatter reticulocyte count	Genome-wide significant variants	570	R²=0.1190 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000170	67	confident	22	30	15	measured	High light scatter reticulocyte percentage of red cells	Genome-wide significant variants	566	R²=0.1280 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000171	61	confident	16	30	15	measured	Immature fraction of reticulocytes	Genome-wide significant variants	372	R²=0.0916 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000172	67	confident	22	30	15	measured	Lymphocyte count	Genome-wide significant variants	621	R²=0.1055 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000173	61	confident	16	30	15	measured	Lymphocyte percentage of white cells	Genome-wide significant variants	472	R²=0.0696 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000174	67	confident	22	30	15	measured	Mean corpuscular hemoglobin	Genome-wide significant variants	628	R²=0.1828 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000175	61	confident	16	30	15	measured	Mean corpuscular hemoglobin concentration	Genome-wide significant variants	224	R²=0.0516 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000176	67	confident	22	30	15	measured	Mean corpuscular volume	Genome-wide significant variants	685	R²=0.1665 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000177	67	confident	22	30	15	measured	Monocyte count	Genome-wide significant variants	638	R²=0.1586 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000178	67	confident	22	30	15	measured	Monocyte percentage of white cells	Genome-wide significant variants	549	R²=0.1446 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000179	75	confident	30	30	15	measured	Mean platelet volume	Genome-wide significant variants	654	R²=0.2731 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000180	41	likely	10	16	15	estimated	Mean reticulocyte volume	Genome-wide significant variants	629	est. from method (Genome-wide significant variants)	gwas=12/12, eval=4/10, pop_eval=0/8	cov=?; Z=?
PGS000181	41	likely	10	16	15	estimated	Mean sphered corpuscular volume	Genome-wide significant variants	761	est. from method (Genome-wide significant variants)	gwas=12/12, eval=4/10, pop_eval=0/8	cov=?; Z=?
PGS000182	61	confident	16	30	15	measured	Neutrophil count	Genome-wide significant variants	492	R²=0.0801 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000183	61	confident	16	30	15	measured	Neutrophil percentage of white cells	Genome-wide significant variants	437	R²=0.0643 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000184	67	confident	22	30	15	measured	Platelet crit	Genome-wide significant variants	700	R²=0.1555 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000185	61	confident	16	30	15	measured	Platelet distribution width	Genome-wide significant variants	555	R²=0.0600 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000186	67	confident	22	30	15	measured	Platelet count	Genome-wide significant variants	739	R²=0.1919 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000187	67	confident	22	30	15	measured	Red blood cell count	Genome-wide significant variants	678	R²=0.1176 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000188	61	confident	16	30	15	measured	Red cell distribution width	Genome-wide significant variants	546	R²=0.0952 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000189	67	confident	22	30	15	measured	Reticulocyte count	Genome-wide significant variants	555	R²=0.1414 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000190	67	confident	22	30	15	measured	Reticulocyte fraction of red cells	Genome-wide significant variants	537	R²=0.1502 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000191	61	confident	16	30	15	measured	White blood cell count	Genome-wide significant variants	636	R²=0.0867 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000192	66	confident	24	27	15	measured	Cholesterol	Curated variant associations	9	AUROC=0.800 (1 studies)	gwas=9/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000193	53	likely	8	30	15	measured	Major depression	PRSice	1138	R²=0.0149 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000194	60	confident	15	30	15	measured	Rheumatoid arthritis (CCP-negative)	Pruning and Thresholding (P+T)	114	AUROC=0.690 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000195	60	confident	15	30	15	measured	Rheumatoid arthritis (CCP-negative)	Pruning and Thresholding (P+T)	96	AUROC=0.690 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000196	64	confident	19	30	15	measured	Systemic lupus erythematosus	Pruning and Thresholding (P+T)	55	AUROC=0.740 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000197	51	likely	6	30	15	measured	Spondyloarthroparthy	Pruning and Thresholding (P+T)	31	AUROC=0.580 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000198	55	likely	10	30	15	measured	Psoriatic arthritis	Pruning and Thresholding (P+T)	31	AUROC=0.620 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000199	71	confident	26	30	15	measured	Gout	Pruning and Thresholding (P+T)	29	AUROC=0.820 (3 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000200	68	confident	23	30	15	measured	Coronary heart disease	Genome-wide significant variants	28	AUROC=0.763 (3 studies), 15 evals	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000201	55	likely	10	30	15	partial	Problematic alcohol use	PRS-CS	1094954	1 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000202	55	likely	10	30	15	partial	Problematic alcohol use	PRS-CS	1083002	1 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000203	55	likely	10	30	15	partial	Alcohol consumption (drinks per week)	PRS-CS	1110910	1 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000204	55	likely	10	30	15	partial	Alcohol consumption (drinks per week)	PRS-CS	1099480	1 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000205	55	likely	10	30	15	partial	Risk-taking tendency (4-domain principal component model)	PRS-CS	1110737	1 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000206	55	likely	10	30	15	partial	Risk-taking tendency (4-domain principal component model)	PRS-CS	1098765	1 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000207	60	confident	15	30	15	measured	Thyroid cancer	Genome-wide significant variants	10	AUROC=0.692 (2 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000208	65	confident	20	30	15	measured	Thyroid cancer	Genome-wide significant variants	10	AUROC=0.751 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000209	61	confident	16	30	15	measured	Thyroid cancer	Genome-wide significant variants	10	AUROC=0.694 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000210	59	likely	14	30	15	measured	Lung function (FEV1/FVC)	Genome-wide significant variants	279	R²=0.0464 (16 studies), 47 evals	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000211	55	likely	10	30	15	partial	Parkinson's disease	Genome-wide significant variants	19	1 evals (no AUROC/R²/OR)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000212	58	likely	13	30	15	measured	Breast cancer intrinsic-like subtype (luminal A-like)	Fixed-effects two-stage polytomous model	330	AUROC=0.661 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000213	56	likely	11	30	15	measured	Breast cancer intrinsic-like subtype (luminal B/HER2-negative-like)	Fixed-effects two-stage polytomous model	330	AUROC=0.633 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000214	56	likely	11	30	15	measured	Breast cancer intrinsic-like subtype (luminal B-like)	Fixed-effects two-stage polytomous model	330	AUROC=0.643 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000215	55	likely	10	30	15	measured	Breast cancer intrinsic-like subtype (HER2-enriched-like)	Fixed-effects two-stage polytomous model	330	AUROC=0.621 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000216	56	likely	11	30	15	measured	Breast cancer intrinsic-like subtype (triple negative)	Fixed-effects two-stage polytomous model	330	AUROC=0.636 (1 studies)	gwas=12/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000217	54	likely	16	23	15	measured	Adrenomedullin (ADM) serum levels	LDpred	552254	R²=0.0731 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000218	50	likely	12	23	15	measured	Agouti-related protein (AGRP) serum levels	LDpred	552121	R²=0.0215 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000219	50	likely	12	23	15	measured	Ovarian cancer-related tumor marker CA 125 (CA-125) serum levels	LDpred	553819	R²=0.0232 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000220	50	likely	12	23	15	measured	C-C motif chemokine 20 (CCL20) serum levels	LDpred	551989	R²=0.0216 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000221	60	confident	22	23	15	measured	C-C motif chemokine 3 (CCL3) serum levels	LDpred	552347	R²=0.1047 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000222	60	confident	22	23	15	measured	C-C motif chemokine 4 (CCL4) serum levels	LDpred	552214	R²=0.1383 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000223	50	likely	12	23	15	measured	Tumor necrosis factor receptor superfamily member 5 (CD40) serum levels	LDpred	552187	R²=0.0473 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000224	60	confident	22	23	15	measured	Chitinase-3-like protein 1 (CHI3L1) serum levels	LDpred	552106	R²=0.1542 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000225	46	likely	8	23	15	measured	Macrophage colony-stimulating factor 1 (CSF-1) serum levels	LDpred	552163	R²=0.0185 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000226	60	confident	22	23	15	measured	Cystatin-B (CSTB) serum levels	LDpred	552195	R²=0.1447 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000227	54	likely	16	23	15	measured	Cathepsin D (CTSD) serum levels	LDpred	552134	R²=0.0989 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000228	54	likely	16	23	15	measured	Cathepsin L1 (CTSL1) serum levels	LDpred	552084	R²=0.0975 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000229	50	likely	12	23	15	measured	Fractalkine (CX3CL1) serum levels	LDpred	552274	R²=0.0360 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000230	54	likely	16	23	15	measured	C-X-C motif chemokine 1 (CXCL1) serum levels	LDpred	552234	R²=0.0878 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000231	46	likely	8	23	15	measured	C-X-C motif chemokine 16 (CXCL16) serum levels	LDpred	552241	R²=0.0173 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000232	60	confident	22	23	15	measured	C-X-C motif chemokine 6 (CXCL6) serum levels	LDpred	552061	R²=0.1536 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000233	50	likely	12	23	15	measured	Dickkopf-related protein 1 (Dkk-1) serum levels	LDpred	552067	R²=0.0223 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000234	50	likely	12	23	15	measured	Eosinophil cationic protein (ECP) serum levels	LDpred	553046	R²=0.0230 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000235	46	likely	8	23	15	measured	Epidermal growth factor (EGF) serum levels	LDpred	553163	R²=0.0126 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000236	50	likely	12	23	15	measured	Endothelial cell-specific molecule 1 (ESM-1) serum levels	LDpred	553240	R²=0.0392 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000237	60	confident	22	23	15	measured	Fatty acid-binding protein, adipocyte (FABP4) serum levels	LDpred	552343	R²=0.1480 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000238	54	likely	16	23	15	measured	Tumor necrosis factor receptor superfamily member 6 (FAS) serum levels	LDpred	552335	R²=0.0883 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000239	46	likely	8	23	15	measured	Fibroblast growth factor 23 (FGF-23) serum levels	LDpred	552100	R²=0.0190 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000240	54	likely	16	23	15	measured	Follistatin (FS) serum levels	LDpred	552138	R²=0.0515 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000241	54	likely	16	23	15	measured	Galanin peptides (GAL) serum levels	LDpred	553548	R²=0.0770 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000242	60	confident	22	23	15	measured	Galectin-3 (Gal-3) serum levels	LDpred	552282	R²=0.1150 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000243	60	confident	22	23	15	measured	Growth/differentiation factor 15 (GDF-15) serum levels	LDpred	552228	R²=0.1958 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000244	74	confident	36	23	15	measured	Growth hormone (GH) serum levels	LDpred	552236	R²=0.3255 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000245	42	likely	4	23	15	measured	Proheparin-binding EGF-like growth factor (HB-EGF) serum levels	LDpred	552108	R²=0.0081 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000246	54	likely	16	23	15	measured	Hepatocyte growth factor (HGF) serum levels	LDpred	552104	R²=0.0741 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000247	50	likely	12	23	15	measured	Kallikrein-11 (hK11) serum levels	LDpred	553239	R²=0.0362 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000248	60	confident	22	23	15	measured	Heat shock 27 kDa protein (HSP_27) serum levels	LDpred	552212	R²=0.1100 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000249	54	likely	16	23	15	measured	Interleukin-18 (IL-18) serum levels	LDpred	552186	R²=0.0886 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000250	54	likely	16	23	15	measured	Interleukin-1 receptor antagonist protein (IL-1ra) serum levels	LDpred	551917	R²=0.0536 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000251	60	confident	22	23	15	measured	Interleukin-27 (IL-27) serum levels	LDpred	552026	R²=0.1171 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000252	46	likely	8	23	15	measured	Interleukin-6 (IL-6) serum levels	LDpred	552426	R²=0.0199 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000253	74	confident	36	23	15	measured	Interleukin-6 receptor subunit alpha (IL-6RA) serum levels	LDpred	552132	R²=0.3172 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000254	50	likely	12	23	15	measured	Interleukin-8 (IL-8) serum levels	LDpred	551990	R²=0.0330 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000255	60	confident	22	23	15	measured	Pro-interleukin-16 (IL16) serum levels	LDpred	551884	R²=0.1446 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000256	42	likely	4	23	15	measured	Melusin (ITGB1BP2) serum levels	LDpred	552423	R²=0.0062 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000257	68	confident	30	23	15	measured	Kidney injury molecule 1 (KIM-1) serum levels	LDpred	552062	R²=0.2258 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000258	50	likely	12	23	15	measured	Kallikrein-6 (KLK6) serum levels	LDpred	552053	R²=0.0361 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000259	74	confident	36	23	15	measured	Leptin (LEP) serum levels	LDpred	552110	R²=0.3298 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000260	46	likely	8	23	15	measured	Lectin-like oxidized LDL receptor 1 (LOX-1) serum levels	LDpred	552045	R²=0.0175 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000261	50	likely	12	23	15	measured	Membrane-bound aminopeptidase P (mAmP) serum levels	LDpred	553070	R²=0.0209 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
PGS000262	60	confident	22	23	15	measured	Myoglobin (MB) serum levels	LDpred	552171	R²=0.1421 (2 studies)	gwas=5/12, eval=10/10, pop_eval=8/8	cov=?; Z=?
